,Unnamed: 0,START_DATE,END_DATE,START,STOP,MILES,date,time,day-night,DAY,CATEGORY_Business,CATEGORY_Personal,PURPOSE_Airport/Travel,PURPOSE_Between Offices,PURPOSE_Charity ($),PURPOSE_Commute,PURPOSE_Customer Visit,PURPOSE_Errand/Supplies,PURPOSE_Meal/Entertain,PURPOSE_Meeting,PURPOSE_Moving,PURPOSE_NOT,PURPOSE_Temporary Site,MONTH
224,226,2016-03-15 08:45:00,2016-03-15 08:57:00,The Drag,Convention Center District,2.0,2016-03-15,8.0,Morning,Tues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
225,227,2016-03-15 20:48:00,2016-03-15 21:01:00,Downtown,The Drag,2.8,2016-03-15,20.0,Night,Tues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
226,228,2016-03-16 11:34:00,2016-03-16 11:45:00,The Drag,Congress Ave District,1.7,2016-03-16,11.0,Afternoon,Wed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
227,229,2016-03-16 14:44:00,2016-03-16 14:55:00,Convention Center District,West University,2.0,2016-03-16,14.0,Afternoon,Wed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
228,230,2016-03-16 18:43:00,2016-03-16 18:56:00,West University,Congress Ave District,2.1,2016-03-16,18.0,Evening,Wed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
229,232,2016-03-17 12:52:00,2016-03-17 15:11:00,Austin,Katy,136.0,2016-03-17,12.0,Afternoon,Thus,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar
230,233,2016-03-17 15:16:00,2016-03-17 15:58:00,Katy,Houston,30.2,2016-03-17,15.0,Afternoon,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar
231,234,2016-03-17 17:20:00,2016-03-17 18:02:00,Midtown,Alief,15.5,2016-03-17,17.0,Evening,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
232,235,2016-03-17 18:47:00,2016-03-17 19:09:00,Houston,Houston,4.9,2016-03-17,18.0,Evening,Thus,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
233,236,2016-03-17 20:57:00,2016-03-17 21:28:00,Houston,Houston,12.6,2016-03-17,20.0,Night,Thus,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
234,237,2016-03-17 21:48:00,2016-03-17 22:04:00,Sharpstown,Midtown,10.4,2016-03-17,21.0,Night,Thus,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
235,238,2016-03-18 07:15:00,2016-03-18 07:21:00,Midtown,Midtown,1.1,2016-03-18,7.0,Morning,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
236,239,2016-03-18 08:35:00,2016-03-18 08:43:00,Midtown,Midtown,1.1,2016-03-18,8.0,Morning,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
237,240,2016-03-18 18:24:00,2016-03-18 19:08:00,Midtown,Sharpstown,13.2,2016-03-18,18.0,Evening,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar
238,241,2016-03-18 19:23:00,2016-03-18 19:29:00,Sharpstown,Sharpstown,1.0,2016-03-18,19.0,Evening,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mar
239,242,2016-03-18 21:01:00,2016-03-18 21:15:00,Sharpstown,Midtown,9.2,2016-03-18,21.0,Night,Fri,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar
240,243,2016-03-19 09:10:00,2016-03-19 09:25:00,Midtown,Sharpstown,9.4,2016-03-19,9.0,Morning,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
241,244,2016-03-19 12:50:00,2016-03-19 13:13:00,Houston,Sugar Land,12.0,2016-03-19,12.0,Afternoon,Sat,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar
242,245,2016-03-19 14:01:00,2016-03-19 14:57:00,Sugar Land,Houston,35.1,2016-03-19,14.0,Afternoon,Sat,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar
243,246,2016-03-19 15:34:00,2016-03-19 16:38:00,Houston,Galveston,36.5,2016-03-19,15.0,Afternoon,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
244,247,2016-03-19 17:17:00,2016-03-19 17:32:00,Galveston,Port Bolivar,3.1,2016-03-19,17.0,Evening,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
245,248,2016-03-19 17:37:00,2016-03-19 17:47:00,Port Bolivar,Port Bolivar,2.1,2016-03-19,17.0,Evening,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mar
246,249,2016-03-19 17:52:00,2016-03-19 18:00:00,Port Bolivar,Port Bolivar,1.2,2016-03-19,17.0,Evening,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
247,250,2016-03-19 18:53:00,2016-03-19 19:29:00,Port Bolivar,Galveston,7.5,2016-03-19,18.0,Evening,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar
248,251,2016-03-19 19:33:00,2016-03-19 20:39:00,Galveston,Houston,57.0,2016-03-19,19.0,Evening,Sat,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar
249,252,2016-03-20 07:37:00,2016-03-20 07:48:00,Midtown,Washington Avenue,5.9,2016-03-20,7.0,Morning,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar
250,253,2016-03-20 11:42:00,2016-03-20 11:56:00,Washington Avenue,Midtown,6.2,2016-03-20,11.0,Afternoon,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar
251,254,2016-03-20 17:08:00,2016-03-20 17:34:00,Midtown,Sharpstown,10.4,2016-03-20,17.0,Evening,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
252,255,2016-03-20 18:34:00,2016-03-20 18:40:00,Sharpstown,Briar Meadow,1.2,2016-03-20,18.0,Evening,Sun,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
253,256,2016-03-20 18:45:00,2016-03-20 19:06:00,Briar Meadow,Midtown,9.6,2016-03-20,18.0,Evening,Sun,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar
254,257,2016-03-21 10:21:00,2016-03-21 10:26:00,Midtown,Downtown,1.0,2016-03-21,10.0,Morning,Mon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
255,258,2016-03-21 16:05:00,2016-03-21 16:13:00,Downtown,Midtown,0.9,2016-03-21,16.0,Evening,Mon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
256,259,2016-03-21 18:59:00,2016-03-21 19:15:00,Midtown,Sharpstown,8.8,2016-03-21,18.0,Evening,Mon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
257,260,2016-03-21 20:18:00,2016-03-21 20:55:00,Sharpstown,Midtown,25.6,2016-03-21,20.0,Night,Mon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
258,261,2016-03-22 06:17:00,2016-03-22 06:43:00,Midtown,Greater Greenspoint,23.0,2016-03-22,6.0,Morning,Tues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
259,262,2016-03-22 12:06:00,2016-03-22 12:24:00,Morrisville,Cary,8.1,2016-03-22,12.0,Afternoon,Tues,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
260,263,2016-03-22 19:12:00,2016-03-22 19:25:00,Whitebridge,Whitebridge,1.4,2016-03-22,19.0,Evening,Tues,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
261,264,2016-03-23 14:37:00,2016-03-23 14:42:00,Whitebridge,Preston,1.7,2016-03-23,14.0,Afternoon,Wed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
262,265,2016-03-23 14:53:00,2016-03-23 14:59:00,Preston,Whitebridge,1.6,2016-03-23,14.0,Afternoon,Wed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
263,266,2016-03-24 19:47:00,2016-03-24 19:54:00,Whitebridge,Westpark Place,2.0,2016-03-24,19.0,Evening,Thus,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
264,267,2016-03-24 20:34:00,2016-03-24 20:40:00,Westpark Place,Whitebridge,2.2,2016-03-24,20.0,Night,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
265,268,2016-03-25 13:24:00,2016-03-25 16:22:00,Cary,Latta,144.0,2016-03-25,13.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar
266,269,2016-03-25 16:52:00,2016-03-25 22:22:00,Latta,Jacksonville,310.3,2016-03-25,16.0,Evening,Fri,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar
267,270,2016-03-25 22:54:00,2016-03-26 01:39:00,Jacksonville,Kissimmee,201.0,2016-03-25,22.0,Night,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Mar
268,271,2016-03-26 14:05:00,2016-03-26 14:29:00,Couples Glen,Isles of Buena Vista,6.7,2016-03-26,14.0,Afternoon,Sat,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
269,272,2016-03-26 15:19:00,2016-03-26 15:49:00,Kissimmee,Orlando,8.8,2016-03-26,15.0,Afternoon,Sat,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
270,273,2016-03-26 16:26:00,2016-03-26 16:30:00,Lake Reams,Lake Reams,1.2,2016-03-26,16.0,Evening,Sat,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
271,275,2016-03-27 01:11:00,2016-03-27 01:23:00,Orlando,Kissimmee,6.6,2016-03-27,1.0,Morning,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
272,276,2016-03-27 15:31:00,2016-03-27 15:56:00,Kissimmee,Orlando,6.1,2016-03-27,15.0,Afternoon,Sun,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mar
273,277,2016-03-27 21:26:00,2016-03-27 21:41:00,Orlando,Orlando,6.9,2016-03-27,21.0,Night,Sun,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
274,278,2016-03-27 23:04:00,2016-03-27 23:18:00,Orlando,Kissimmee,7.3,2016-03-27,23.0,Night,Sun,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
275,279,2016-03-28 12:29:00,2016-03-28 12:42:00,Kissimmee,Orlando,3.6,2016-03-28,12.0,Afternoon,Mon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
276,280,2016-03-28 19:30:00,2016-03-28 20:23:00,Couples Glen,Vista East,27.2,2016-03-28,19.0,Evening,Mon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
277,281,2016-03-28 22:55:00,2016-03-28 23:26:00,Orlando,Kissimmee,25.7,2016-03-28,22.0,Night,Mon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
278,282,2016-03-29 15:27:00,2016-03-29 16:11:00,Kissimmee,Orlando,13.6,2016-03-29,15.0,Afternoon,Tues,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
279,283,2016-03-29 18:20:00,2016-03-29 18:39:00,Sand Lake Commons,Sky Lake,6.2,2016-03-29,18.0,Evening,Tues,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
280,284,2016-03-29 20:29:00,2016-03-29 20:44:00,Sky Lake,Sand Lake Commons,6.0,2016-03-29,20.0,Night,Tues,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
281,285,2016-03-29 23:04:00,2016-03-29 23:21:00,Orlando,Kissimmee,13.8,2016-03-29,23.0,Night,Tues,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mar
282,286,2016-03-30 22:05:00,2016-03-30 22:55:00,Orlando,Kissimmee,28.8,2016-03-30,22.0,Night,Wed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
283,287,2016-03-31 12:47:00,2016-03-31 13:22:00,Kissimmee,Orlando,16.1,2016-03-31,12.0,Afternoon,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Mar
284,288,2016-03-31 14:37:00,2016-03-31 15:09:00,Orlando,Kissimmee,16.4,2016-03-31,14.0,Afternoon,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Mar
285,289,2016-04-01 13:43:00,2016-04-01 14:01:00,Kissimmee,Kissimmee,11.0,2016-04-01,13.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,April
286,290,2016-04-01 14:36:00,2016-04-01 15:24:00,Kissimmee,Orlando,15.5,2016-04-01,14.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,April
287,291,2016-04-01 16:01:00,2016-04-01 16:49:00,Orlando,Kissimmee,20.3,2016-04-01,16.0,Evening,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,April
288,292,2016-04-01 16:52:00,2016-04-01 16:57:00,Kissimmee,Kissimmee,0.7,2016-04-01,16.0,Evening,Fri,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,April
289,293,2016-04-02 08:48:00,2016-04-02 09:04:00,Kissimmee,Kissimmee,5.5,2016-04-02,8.0,Morning,Sat,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,April
290,294,2016-04-02 11:01:00,2016-04-02 11:16:00,Kissimmee,Kissimmee,5.1,2016-04-02,11.0,Afternoon,Sat,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,April
291,295,2016-04-02 12:21:00,2016-04-02 14:47:00,Kissimmee,Daytona Beach,77.3,2016-04-02,12.0,Afternoon,Sat,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,April
292,296,2016-04-02 16:57:00,2016-04-02 18:09:00,Daytona Beach,Jacksonville,80.5,2016-04-02,16.0,Evening,Sat,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,April
293,297,2016-04-02 19:38:00,2016-04-02 22:36:00,Jacksonville,Ridgeland,174.2,2016-04-02,19.0,Evening,Sat,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,April
294,298,2016-04-02 23:11:00,2016-04-03 01:34:00,Ridgeland,Florence,144.0,2016-04-02,23.0,Night,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,April
295,299,2016-04-03 02:00:00,2016-04-03 04:16:00,Florence,Cary,159.3,2016-04-03,2.0,Morning,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,April
296,300,2016-04-05 21:39:00,2016-04-05 21:55:00,Whitebridge,Wayne Ridge,7.9,2016-04-05,21.0,Night,Tues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,April
297,302,2016-04-07 18:20:00,2016-04-07 18:39:00,Cary,Morrisville,6.1,2016-04-07,18.0,Evening,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,April
298,303,2016-04-07 19:45:00,2016-04-07 20:00:00,Morrisville,Cary,6.1,2016-04-07,19.0,Evening,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,April
299,304,2016-04-08 12:30:00,2016-04-08 12:48:00,Cary,Durham,10.5,2016-04-08,12.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,April
300,305,2016-04-08 13:34:00,2016-04-08 13:51:00,Durham,Cary,8.7,2016-04-08,13.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,April
301,306,2016-04-08 13:55:00,2016-04-08 14:03:00,Westpark Place,Whitebridge,1.8,2016-04-08,13.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,April
302,307,2016-04-08 14:43:00,2016-04-08 15:20:00,Cary,Raleigh,19.1,2016-04-08,14.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,April
303,308,2016-04-08 16:05:00,2016-04-08 16:47:00,Raleigh,Cary,18.6,2016-04-08,16.0,Evening,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,April
304,309,2016-04-12 09:15:00,2016-04-12 09:26:00,Whitebridge,Edgehill Farms,2.8,2016-04-12,9.0,Morning,Tues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,April
305,310,2016-04-12 09:34:00,2016-04-12 09:53:00,Cary,Raleigh,8.9,2016-04-12,9.0,Morning,Tues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,April
306,311,2016-04-12 10:58:00,2016-04-12 11:18:00,Meredith,Cedar Hill,7.5,2016-04-12,10.0,Morning,Tues,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,April
307,312,2016-04-12 12:22:00,2016-04-12 12:44:00,Raleigh,Morrisville,15.9,2016-04-12,12.0,Afternoon,Tues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,April
308,313,2016-04-12 13:42:00,2016-04-12 14:01:00,Morrisville,Cary,6.5,2016-04-12,13.0,Afternoon,Tues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,April
309,314,2016-04-14 07:29:00,2016-04-14 08:09:00,Cary,Holly Springs,15.3,2016-04-14,7.0,Morning,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,April
310,315,2016-04-14 16:00:00,2016-04-14 16:43:00,Holly Springs,Cary,13.7,2016-04-14,16.0,Evening,Thus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,April
311,316,2016-04-15 11:36:00,2016-04-15 12:07:00,Cary,Raleigh,11.9,2016-04-15,11.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,April
312,317,2016-04-15 12:29:00,2016-04-15 12:32:00,Meredith Townes,Harden Place,1.4,2016-04-15,12.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,April
313,318,2016-04-15 14:31:00,2016-04-15 15:01:00,Raleigh,Cary,15.2,2016-04-15,14.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,April
314,319,2016-04-16 12:59:00,2016-04-16 13:17:00,Cary,Morrisville,6.0,2016-04-16,12.0,Afternoon,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,April
315,320,2016-04-16 15:10:00,2016-04-16 15:26:00,Morrisville,Cary,6.1,2016-04-16,15.0,Afternoon,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,April
316,321,2016-04-19 17:44:00,2016-04-19 18:08:00,Whitebridge,Wayne Ridge,8.2,2016-04-19,17.0,Evening,Tues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,April
317,322,2016-04-19 19:57:00,2016-04-19 20:19:00,Wayne Ridge,Whitebridge,8.0,2016-04-19,19.0,Evening,Tues,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,April
318,323,2016-04-22 08:25:00,2016-04-22 09:04:00,Cary,Raleigh,13.6,2016-04-22,8.0,Morning,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,April
319,324,2016-04-22 10:10:00,2016-04-22 10:40:00,Raleigh,Cary,22.5,2016-04-22,10.0,Morning,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,April
320,325,2016-04-22 12:08:00,2016-04-22 12:28:00,Cary,Durham,10.4,2016-04-22,12.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,April
321,326,2016-04-22 13:02:00,2016-04-22 13:26:00,Durham,Cary,10.0,2016-04-22,13.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,April
322,327,2016-04-23 17:03:00,2016-04-23 17:16:00,Whitebridge,Tanglewood,6.0,2016-04-23,17.0,Evening,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,April
323,328,2016-04-23 18:49:00,2016-04-23 19:05:00,Tanglewood,Whitebridge,6.5,2016-04-23,18.0,Evening,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,April
324,329,2016-04-24 19:07:00,2016-04-24 19:16:00,Cary,Morrisville,3.1,2016-04-24,19.0,Evening,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,April
325,330,2016-04-24 19:46:00,2016-04-24 19:52:00,Chessington,Chessington,1.9,2016-04-24,19.0,Evening,Sun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,April
326,331,2016-04-24 21:41:00,2016-04-24 21:50:00,Morrisville,Cary,4.2,2016-04-24,21.0,Night,Sun,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April
327,332,2016-04-27 13:30:00,2016-04-27 13:40:00,Whitebridge,Burtrose,4.9,2016-04-27,13.0,Afternoon,Wed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April
328,333,2016-04-27 14:13:00,2016-04-27 14:25:00,Burtrose,Whitebridge,4.8,2016-04-27,14.0,Afternoon,Wed,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,April
329,334,2016-04-28 12:09:00,2016-04-28 12:34:00,Cary,Raleigh,12.4,2016-04-28,12.0,Afternoon,Thus,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,April
330,335,2016-04-28 13:30:00,2016-04-28 13:49:00,Raleigh,Cary,32.8,2016-04-28,13.0,Afternoon,Thus,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,April
331,336,2016-04-28 22:10:00,2016-04-28 22:28:00,Morrisville,Cary,5.5,2016-04-28,22.0,Night,Thus,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,April
332,337,2016-04-29 11:44:00,2016-04-29 12:01:00,Cary,Durham,9.9,2016-04-29,11.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,April
333,338,2016-04-29 13:13:00,2016-04-29 13:34:00,Durham,Cary,10.0,2016-04-29,13.0,Afternoon,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,April
334,339,2016-04-29 18:46:00,2016-04-29 19:18:00,Cary,Durham,14.2,2016-04-29,18.0,Evening,Fri,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,April
335,340,2016-04-29 22:44:00,2016-04-29 23:19:00,Durham,Cary,18.2,2016-04-29,22.0,Night,Fri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,April
336,341,2016-04-30 18:42:00,2016-04-30 18:57:00,Whitebridge,Waverly Place,7.7,2016-04-30,18.0,Evening,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,April
337,342,2016-04-30 22:16:00,2016-04-30 22:34:00,Waverly Place,Whitebridge,6.8,2016-04-30,22.0,Night,Sat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,April
